,split
82964,train
82965,test
82966,train
82967,train
82968,train
82969,train
82970,train
82971,train
82972,train
82973,test
82974,train
82975,test
82976,train
82977,train
82978,train
82979,train
82980,train
82981,train
82982,train
82983,train
82984,test
82985,train
82986,test
82987,train
82988,train
82989,train
82990,test
82991,test
82992,train
82993,test
82994,train
82995,train
82996,test
82997,test
82998,test
82999,train
83000,train
83001,train
83002,test
83003,train
83004,train
83005,train
83006,train
83007,test
83008,test
83009,train
83010,train
83011,train
83012,train
83013,train
83014,train
83015,train
83016,test
83017,train
83018,train
83019,train
83020,test
83021,train
83022,train
83023,train
83024,train
83025,train
83026,train
83027,test
83028,train
83029,train
83030,train
83031,train
83032,train
83033,train
83034,train
83035,train
83036,train
83037,train
83038,train
83039,train
83040,train
83041,train
83042,train
83043,train
83044,train
83045,train
83046,test
83047,train
83048,train
83049,train
83050,train
83051,train
83052,train
83053,test
83054,train
83055,test
83056,train
83057,train
83058,test
83059,train
83060,test
83061,train
83062,test
83063,test
83064,train
83065,test
83066,train
83067,train
83068,train
83069,train
83070,train
83071,test
83072,train
83073,train
83074,train
83075,test
83076,train
83077,train
83078,train
83079,train
83080,train
83081,train
83082,train
83083,train
83084,train
83085,test
83086,train
83087,train
83088,train
83089,train
83090,train
83091,train
83092,train
83093,test
83094,train
83095,train
83096,train
83097,test
83098,train
83099,test
83100,test
83101,train
83102,train
83103,test
83104,train
83105,train
83106,train
83107,train
83108,test
83109,train
83110,train
83111,test
83112,test
83113,test
83114,train
83115,train
83116,test
83117,test
83118,train
83119,train
83120,train
83121,test
83122,train
83123,test
83124,train
83125,train
83126,train
83127,test
83128,train
83129,train
83130,test
83131,train
83132,train
83133,train
83134,train
83135,train
83136,train
83137,train
83138,train
83139,train
83140,train
83141,train
83142,train
83143,train
83144,train
83145,test
83146,train
83147,train
83148,test
83149,train
83150,train
83151,test
83152,train
83153,train
83154,train
83155,test
83156,test
83157,train
83158,train
83159,test
83160,train
83161,test
83162,train
83163,train
83164,train
83165,train
83166,train
83167,train
83168,train
83169,train
83170,train
83171,train
83172,test
83173,test
83174,train
83175,train
83176,test
83177,train
83178,train
83179,test
83180,train
83181,train
83182,train
83183,test
83184,train
83185,train
83186,test
83187,train
83188,train
83189,train
83190,test
83191,test
83192,train
83193,train
83194,train
83195,train
83196,train
83197,train
83198,test
83199,train
83200,train
83201,train
83202,train
83203,test
83204,train
83205,train
83206,train
83207,train
83208,train
83209,train
83210,train
83211,test
83212,train
83213,train
83214,test
83215,train
83216,train
83217,train
83218,train
83219,train
83220,test
83221,train
83222,train
83223,test
83224,train
83225,train
83226,train
83227,train
83228,train
83229,train
83230,train
83231,train
83232,train
83233,train
83234,train
83235,train
83236,train
83237,test
83238,train
83239,train
83240,train
83241,train
83242,train
83243,train
83244,train
83245,train
83246,test
83247,train
83248,train
83249,train
83250,train
83251,train
83252,test
83253,train
83254,train
83255,train
83256,test
83257,test
83258,train
83259,train
83260,train
83261,train
83262,test
83263,test
83264,train
83265,train
83266,train
83267,train
83268,train
83269,train
83270,train
83271,test
83272,train
83273,train
83274,train
83275,train
83276,train
83277,train
83278,test
83279,train
83280,train
83281,test
83282,train
83283,train
83284,train
83285,train
83286,train
83287,train
83288,test
83289,train
83290,train
83291,train
83292,test
83293,train
83294,train
83295,train
83296,train
83297,train
83298,train
83299,train
83300,train
83301,train
83302,train
83303,test
83304,test
83305,test
83306,train
83307,train
83308,train
83309,train
83310,train
83311,train
83312,train
83313,train
83314,train
83315,train
83316,train
83317,train
83318,train
83319,train
83320,train
83321,train
83322,train
83323,train
83324,train
83325,train
83326,train
83327,test
83328,train
83329,train
83330,train
83331,train
83332,train
83333,train
83334,train
83335,test
83336,train
83337,test
83338,train
83339,train
83340,train
83341,train
83342,test
83343,train
83344,train
83345,train
83346,train
83347,train
83348,test
83349,train
83350,train
83351,train
83352,test
83353,train
83354,train
83355,test
83356,train
83357,test
83358,train
83359,train
83360,train
83361,train
83362,train
83363,train
83364,train
83365,train
83366,train
83367,train
83368,train
83369,test
83370,train
83371,train
83372,train
83373,test
83374,test
83375,train
83376,train
83377,train
83378,train
83379,train
83380,train
83381,test
83382,train
83383,train
83384,train
83385,train
83386,test
83387,train
83388,train
83389,train
83390,train
83391,test
83392,test
83393,train
83394,train
83395,test
83396,train
83397,train
83398,train
83399,train
83400,train
83401,train
83402,test
83403,train
83404,train
83405,train
83406,train
83407,train
83408,train
83409,test
83410,test
83411,train
83412,train
83413,test
83414,test
83415,train
83416,train
83417,train
83418,train
83419,train
83420,train
83421,test
83422,train
83423,train
83424,train
83425,test
83426,train
83427,train
83428,train
83429,train
83430,train
83431,train
83432,train
83433,train
83434,train
83435,train
83436,train
83437,train
83438,train
83439,train
83440,train
83441,train
83442,train
83443,train
83444,test
83445,train
83446,train
83447,train
83448,train
83449,train
83450,train
83451,train
83452,train
83453,train
83454,test
83455,train
83456,train
83457,train
83458,train
83459,train
83460,train
83461,test
83462,test
83463,train
83464,train
83465,train
83466,train
83467,train
83468,train
83469,train
83470,train
83471,train
83472,train
83473,train
83474,train
83475,train
83476,train
83477,train
83478,train
83479,train
83480,train
83481,test
83482,test
83483,test
83484,test
83485,train
83486,train
83487,train
83488,train
83489,train
83490,train
83491,train
83492,train
83493,train
83494,train
83495,train
83496,test
83497,test
83498,train
83499,test
83500,train
83501,train
83502,train
83503,train
83504,train
83505,train
83506,train
83507,test
83508,train
83509,train
83510,test
83511,train
83512,train
83513,train
83514,train
83515,test
83516,train
83517,train
83518,train
83519,train
83520,test
83521,test
83522,train
83523,train
83524,train
83525,train
83526,train
83527,train
83528,train
83529,train
83530,train
83531,train
83532,train
83533,train
83534,train
83535,train
83536,train
83537,train
83538,train
83539,train
83540,train
83541,train
83542,train
83543,train
83544,train
83545,train
83546,train
83547,train
83548,train
83549,test
83550,train
83551,test
83552,train
83553,train
83554,test
83555,train
83556,train
83557,train
83558,test
83559,train
83560,train
83561,train
83562,test
83563,test
83564,test
83565,train
83566,train
83567,train
83568,test
83569,train
83570,test
83571,test
83572,train
83573,test
83574,train
83575,train
83576,train
83577,train
83578,train
83579,train
83580,train
83581,train
83582,train
83583,test
83584,train
83585,train
83586,train
83587,train
83588,train
83589,train
83590,train
83591,test
83592,train
83593,train
83594,train
83595,test
83596,train
83597,train
83598,test
83599,train
83600,test
83601,train
83602,train
83603,test
83604,train
83605,train
83606,train
83607,train
83608,train
83609,train
83610,train
83611,train
83612,test
83613,train
83614,train
83615,train
83616,train
83617,train
83618,train
83619,train
83620,test
83621,train
83622,test
83623,train
83624,test
83625,train
83626,train
83627,test
83628,train
83629,test
83630,train
83631,train
83632,test
83633,test
83634,test
83635,train
83636,train
83637,train
83638,train
83639,train
83640,train
83641,test
83642,train
83643,train
83644,train
83645,train
83646,train
83647,train
83648,train
83649,test
83650,train
83651,test
83652,train
83653,train
83654,test
83655,test
83656,train
83657,train
83658,train
83659,train
83660,train
83661,test
83662,train
83663,test
83664,train
83665,train
83666,train
83667,train
83668,train
83669,train
83670,train
83671,train
83672,train
83673,train
83674,test
83675,test
83676,train
83677,train
83678,train
83679,train
83680,train
83681,train
83682,train
83683,train
83684,train
83685,train
83686,train
83687,train
83688,test
83689,train
83690,train
83691,test
83692,train
83693,train
83694,test
83695,train
83696,train
83697,train
83698,train
83699,train
83700,train
83701,train
83702,train
83703,train
83704,train
83705,test
83706,train
83707,train
83708,test
83709,train
83710,train
83711,test
83712,train
83713,train
83714,train
83715,train
83716,train
83717,train
83718,train
83719,test
83720,train
83721,train
83722,test
83723,train
83724,train
83725,test
83726,test
83727,test
83728,test
83729,train
83730,train
83731,train
83732,test
83733,test
83734,train
83735,train
83736,train
83737,train
83738,train
83739,train
83740,train
83741,test
83742,train
83743,train
83744,train
83745,train
83746,train
83747,train
83748,train
83749,train
83750,train
83751,train
83752,test
83753,train
83754,train
83755,train
83756,train
83757,train
83758,train
83759,train
83760,test
83761,train
83762,train
83763,train
83764,train
83765,train
83766,train
83767,train
83768,train
83769,train
83770,train
83771,train
83772,train
83773,test
83774,train
83775,train
83776,train
83777,train
83778,test
83779,train
83780,train
83781,train
83782,train
83783,train
83784,train
83785,train
83786,train
83787,test
83788,train
83789,train
83790,train
83791,train
83792,train
83793,train
83794,train
83795,test
83796,train
83797,test
83798,train
83799,train
83800,test
83801,train
83802,test
83803,train
83804,train
83805,train
83806,test
83807,train
83808,train
83809,train
83810,train
83811,test
83812,test
83813,train
83814,train
83815,train
83816,train
83817,test
83818,train
83819,test
83820,train
83821,test
83822,train
83823,train
83824,train
83825,train
83826,train
83827,train
83828,test
83829,train
83830,test
83831,train
83832,train
83833,train
83834,train
83835,train
83836,train
83837,train
83838,train
83839,train
83840,train
83841,test
83842,test
83843,train
83844,train
83845,train
83846,test
83847,train
83848,train
83849,train
83850,train
83851,train
83852,train
83853,train
83854,train
83855,train
83856,train
83857,train
83858,train
83859,train
83860,test
83861,train
83862,train
83863,train
83864,train
83865,test
83866,train
83867,train
83868,train
83869,train
83870,train
83871,train
83872,train
83873,train
83874,train
83875,train
83876,train
83877,train
83878,train
83879,train
83880,train
83881,test
83882,train
83883,train
83884,train
83885,train
83886,train
83887,train
83888,train
83889,train
83890,train
83891,train
83892,test
83893,test
83894,test
83895,train
83896,test
83897,train
83898,train
83899,train
83900,train
83901,train
83902,test
83903,test
83904,train
83905,train
83906,test
83907,train
83908,train
83909,test
83910,train
83911,train
83912,train
83913,train
83914,train
83915,test
83916,train
83917,train
83918,train
83919,train
83920,train
83921,train
83922,test
83923,train
83924,train
83925,train
83926,train
83927,train
83928,train
83929,train
83930,train
83931,train
83932,test
83933,test
83934,train
83935,train
83936,test
83937,train
83938,train
83939,train
83940,test
83941,train
83942,train
83943,train
83944,test
83945,train
83946,train
83947,train
83948,test
83949,train
83950,train
83951,test
83952,train
83953,train
83954,train
83955,test
83956,test
83957,train
83958,test
83959,test
83960,test
83961,test
83962,train
83963,train
83964,train
83965,train
83966,test
83967,train
83968,train
83969,train
83970,train
83971,train
83972,test
83973,train
83974,train
83975,test
83976,train
83977,train
83978,test
83979,test
