,split
82119,train
82120,train
82121,train
82122,train
82123,test
82124,train
82125,test
82126,train
82127,train
82128,train
82129,test
82130,train
82131,train
82132,train
82133,train
82134,train
82135,train
82136,train
82137,test
82138,train
82139,train
82140,train
82141,train
82142,test
82143,train
82144,test
82145,test
82146,test
82147,train
82148,train
82149,train
82150,train
82151,train
82152,test
82153,train
82154,train
82155,train
82156,train
82157,test
82158,test
82159,train
82160,train
82161,test
82162,train
82163,train
82164,train
82165,train
82166,train
82167,train
82168,train
82169,train
82170,train
82171,train
82172,train
82173,train
82174,train
82175,test
82176,train
82177,train
82178,train
82179,train
82180,train
82181,train
82182,train
82183,train
82184,train
82185,train
82186,train
82187,train
82188,test
82189,train
82190,train
82191,test
82192,train
82193,test
82194,train
82195,train
82196,train
82197,test
82198,train
82199,test
82200,train
82201,test
82202,train
82203,test
82204,train
82205,train
82206,train
82207,train
82208,train
82209,train
82210,train
82211,train
82212,train
82213,train
82214,train
82215,train
82216,test
82217,train
82218,train
82219,train
82220,train
82221,train
82222,train
82223,train
82224,train
82225,train
82226,train
82227,test
82228,train
82229,train
82230,train
82231,test
82232,test
82233,train
82234,train
82235,test
82236,test
82237,train
82238,train
82239,train
82240,test
82241,train
82242,train
82243,train
82244,test
82245,test
82246,train
82247,train
82248,train
82249,train
82250,train
82251,train
82252,train
82253,train
82254,train
82255,test
82256,train
82257,test
82258,train
82259,train
82260,test
82261,train
82262,train
82263,train
82264,train
82265,test
82266,train
82267,test
82268,train
82269,train
82270,train
82271,train
82272,test
82273,train
82274,test
82275,train
82276,train
82277,train
82278,train
82279,train
82280,train
82281,train
82282,train
82283,train
82284,train
82285,train
82286,train
82287,test
82288,train
82289,train
82290,test
82291,test
82292,train
82293,train
82294,test
82295,train
82296,train
82297,train
82298,train
82299,train
82300,train
82301,train
82302,train
82303,train
82304,train
82305,train
82306,train
82307,train
82308,train
82309,train
82310,train
82311,train
82312,train
82313,test
82314,train
82315,train
82316,train
82317,train
82318,train
82319,test
82320,train
82321,test
82322,train
82323,train
82324,train
82325,train
82326,train
82327,train
82328,train
82329,train
82330,train
82331,test
82332,test
82333,train
82334,train
82335,train
82336,train
82337,train
82338,train
82339,train
82340,test
82341,train
82342,train
82343,train
82344,train
82345,train
82346,train
82347,train
82348,train
82349,test
82350,train
82351,train
82352,train
82353,train
82354,train
82355,train
82356,test
82357,test
82358,train
82359,train
82360,train
82361,train
82362,train
82363,test
82364,train
82365,train
82366,train
82367,train
82368,train
82369,train
82370,test
82371,train
82372,train
82373,test
82374,test
82375,train
82376,train
82377,train
82378,train
82379,train
82380,train
82381,train
82382,train
82383,test
82384,train
82385,train
82386,train
82387,train
82388,train
82389,train
82390,train
82391,test
82392,train
82393,test
82394,train
82395,train
82396,test
82397,train
82398,train
82399,train
82400,train
82401,test
82402,train
82403,train
82404,train
82405,train
82406,train
82407,train
82408,train
82409,train
82410,train
82411,train
82412,train
82413,test
82414,test
82415,train
82416,train
82417,test
82418,test
82419,test
82420,train
82421,train
82422,train
82423,train
82424,test
82425,train
82426,train
82427,train
82428,train
82429,train
82430,train
82431,train
82432,test
82433,train
82434,train
82435,train
82436,train
82437,train
82438,train
82439,train
82440,train
82441,train
82442,train
82443,train
82444,train
82445,train
82446,test
82447,train
82448,train
82449,train
82450,train
82451,train
82452,test
82453,train
82454,train
82455,train
82456,train
82457,test
82458,train
82459,train
82460,test
82461,test
82462,train
82463,test
82464,test
82465,train
82466,train
82467,train
82468,train
82469,train
82470,train
82471,train
82472,train
82473,train
82474,test
82475,train
82476,train
82477,train
82478,train
82479,train
82480,train
82481,train
82482,test
82483,test
82484,train
82485,test
82486,train
82487,train
82488,test
82489,train
82490,test
82491,train
82492,train
82493,train
82494,train
82495,train
82496,train
82497,train
82498,train
82499,train
82500,train
82501,test
82502,train
82503,test
82504,train
82505,train
82506,train
82507,train
82508,train
82509,train
82510,train
82511,train
82512,train
82513,train
82514,train
82515,train
82516,train
82517,train
82518,train
82519,train
82520,test
82521,train
82522,train
82523,train
82524,train
82525,train
82526,train
82527,train
82528,train
82529,train
82530,test
82531,test
82532,test
82533,train
82534,train
82535,train
82536,train
82537,train
82538,train
82539,train
82540,test
82541,test
82542,test
82543,test
82544,train
82545,train
82546,train
82547,train
82548,test
82549,test
82550,test
82551,train
82552,train
82553,train
82554,train
82555,train
82556,train
82557,train
82558,train
82559,train
82560,train
82561,train
82562,train
82563,train
82564,train
82565,train
82566,train
82567,train
82568,train
82569,train
82570,train
82571,train
82572,train
82573,train
82574,test
82575,test
82576,test
82577,train
82578,train
82579,train
82580,train
82581,test
82582,train
82583,train
82584,train
82585,train
82586,train
82587,train
82588,train
82589,test
82590,train
82591,train
82592,train
82593,train
82594,test
82595,train
82596,train
82597,train
82598,train
82599,test
82600,train
82601,train
82602,train
82603,train
82604,train
82605,train
82606,train
82607,train
82608,train
82609,train
82610,train
82611,train
82612,train
82613,test
82614,train
82615,test
82616,test
82617,train
82618,train
82619,train
82620,train
82621,train
82622,train
82623,train
82624,train
82625,train
82626,train
82627,test
82628,train
82629,train
82630,train
82631,train
82632,train
82633,train
82634,train
82635,train
82636,test
82637,test
82638,train
82639,train
82640,train
82641,train
82642,train
82643,test
82644,train
82645,train
82646,train
82647,test
82648,test
82649,train
82650,train
82651,train
82652,train
82653,train
82654,train
82655,train
82656,train
82657,train
82658,train
82659,train
82660,test
82661,train
82662,train
82663,train
82664,train
82665,train
82666,train
82667,train
82668,train
82669,train
82670,train
82671,train
82672,test
82673,test
82674,train
82675,train
82676,train
82677,test
82678,train
82679,train
82680,train
82681,train
82682,train
82683,test
82684,train
82685,test
82686,train
82687,train
82688,test
82689,train
82690,test
82691,train
82692,train
82693,train
82694,train
82695,test
82696,test
82697,test
82698,train
82699,train
82700,test
82701,train
82702,train
82703,train
82704,train
82705,train
82706,test
82707,train
82708,test
82709,test
82710,train
82711,test
82712,train
82713,train
82714,train
82715,train
82716,train
82717,train
82718,test
82719,train
82720,train
82721,train
82722,train
82723,test
82724,train
82725,train
82726,train
82727,test
82728,train
82729,test
82730,train
82731,train
82732,train
82733,train
82734,train
82735,test
82736,train
82737,train
82738,train
82739,train
82740,train
82741,test
82742,train
82743,train
82744,train
82745,train
82746,train
82747,test
82748,test
82749,train
82750,train
82751,train
82752,train
82753,test
82754,train
82755,train
82756,train
82757,train
82758,train
82759,train
82760,train
82761,train
82762,train
82763,train
82764,train
82765,train
82766,train
82767,train
82768,train
82769,train
82770,train
82771,train
82772,test
82773,test
82774,train
82775,train
82776,train
82777,train
82778,train
82779,train
82780,train
82781,test
82782,train
82783,test
82784,train
82785,train
82786,train
82787,train
82788,train
82789,train
82790,train
82791,train
82792,test
82793,train
82794,train
82795,train
82796,train
82797,train
82798,train
82799,test
82800,train
82801,train
82802,train
82803,train
82804,train
82805,test
82806,train
82807,train
82808,test
82809,train
82810,train
82811,train
82812,train
82813,train
82814,train
82815,train
82816,train
82817,train
82818,train
82819,test
82820,test
82821,train
82822,train
82823,train
82824,train
82825,train
82826,train
82827,train
82828,train
82829,train
82830,train
82831,train
82832,train
82833,train
82834,train
82835,train
82836,train
82837,train
82838,train
82839,train
82840,test
82841,test
82842,train
82843,train
82844,train
82845,test
82846,test
82847,test
82848,test
82849,train
82850,train
82851,test
82852,test
82853,train
82854,train
82855,train
82856,train
82857,train
82858,train
82859,train
82860,train
82861,train
82862,train
82863,train
82864,train
82865,test
82866,test
82867,train
82868,test
82869,train
82870,test
82871,train
82872,train
82873,train
82874,train
82875,test
82876,test
82877,train
82878,train
82879,test
82880,train
82881,train
82882,train
82883,train
82884,test
82885,train
82886,train
82887,train
82888,train
82889,test
82890,train
82891,train
82892,test
82893,train
82894,train
82895,test
82896,train
82897,train
82898,train
82899,train
82900,train
82901,test
82902,train
82903,train
82904,train
82905,train
82906,train
82907,train
82908,train
82909,train
82910,train
82911,test
82912,train
82913,train
82914,train
82915,train
82916,train
82917,train
82918,train
82919,train
82920,train
82921,train
82922,train
82923,test
82924,train
82925,train
82926,train
82927,test
82928,train
82929,train
82930,train
82931,train
82932,test
82933,train
82934,train
82935,test
82936,train
82937,train
82938,train
82939,train
82940,train
82941,train
82942,test
82943,test
82944,train
82945,train
82946,test
82947,train
82948,train
82949,train
82950,train
82951,train
82952,train
82953,train
82954,train
82955,test
82956,train
82957,train
82958,train
82959,train
82960,train
82961,train
82962,train
82963,train
82964,train
82965,train
82966,train
82967,train
82968,train
82969,train
82970,train
82971,train
82972,test
82973,train
82974,train
82975,train
82976,train
82977,train
82978,train
82979,train
82980,train
82981,train
82982,train
82983,train
82984,train
82985,train
82986,test
82987,train
82988,train
82989,train
82990,train
82991,test
82992,train
82993,train
82994,test
82995,test
82996,test
82997,train
82998,train
82999,test
83000,train
83001,train
83002,train
83003,train
83004,train
83005,train
83006,test
83007,train
83008,train
83009,train
83010,train
83011,train
83012,train
83013,train
83014,train
83015,train
83016,train
83017,train
83018,train
83019,test
83020,test
83021,train
83022,train
83023,train
83024,train
83025,train
83026,test
83027,train
83028,test
83029,test
83030,train
83031,train
83032,train
83033,train
83034,train
83035,train
83036,test
83037,train
83038,train
83039,train
83040,test
83041,test
83042,train
83043,test
83044,train
83045,train
83046,train
83047,train
83048,train
83049,train
83050,train
83051,test
83052,train
83053,train
83054,train
83055,train
83056,train
83057,train
83058,train
83059,train
83060,train
83061,train
83062,train
83063,test
83064,train
83065,train
83066,train
83067,test
83068,test
83069,train
83070,train
83071,train
83072,test
83073,train
83074,test
83075,train
83076,train
83077,train
83078,train
83079,train
83080,train
83081,test
83082,train
83083,train
83084,train
83085,train
83086,train
83087,train
83088,test
83089,test
83090,train
83091,train
83092,train
83093,train
83094,train
83095,train
83096,train
83097,test
83098,train
83099,train
83100,train
83101,train
83102,train
83103,test
83104,train
83105,train
83106,train
83107,test
83108,train
83109,train
83110,train
83111,test
83112,train
83113,train
83114,train
83115,train
83116,train
83117,test
83118,test
83119,train
83120,train
83121,train
83122,train
83123,train
83124,train
83125,train
83126,train
83127,test
83128,train
83129,train
83130,train
83131,train
